"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
98,84,"Road",11,54,09-MAR-94,09-MAR-94,15-MAR-94,15293,51512,87295,"Bonded",4,"Winston Porter","Roman",4607,37453,55,41.5,73.5,73.5,1964.62,1950,117,"KY",70,752.675,1441
99,423,"Track",3,54,01-NOV-94,03-NOV-94,05-NOV-94,51512,29387,51512,"Bonded",4,"Audrey Carter","English",425,90975,54,40.7,74,75,1730.94,1700,85,"MA",70,477.75,1441
100,504,"Mountain",12,18,04-JUL-94,05-JUL-94,07-JUL-94,29387,29387,15293,"TIG Welded",4,"Vicky Runner","Block",5096,0,59.2,42.3,71,73,1258.1,1250,52.81,"MO",70,342.468,1020
101,135,"Tour",10,54,09-APR-94,11-APR-94,14-APR-94,15293,89097,89097,"TIG Welded",4,"Vicky Mansfield","English",1191,39571,54,41.5,73,74,1429.06,1400,70,"AZ",70,313.605,1250
102,458,"Mountain",12,18,01-NOV-94,02-NOV-94,04-NOV-94,15293,89097,87295,"Bonded",4,"Joe Hunton","Flash",5821,34192,59.2,42.3,71,73,1382.85,1375,85.94,"IL",70,489.24,1020
103,228,"Road",7,60,19-JAN-94,20-JAN-94,24-JAN-94,87295,15293,93736,"TIG Welded",4,"Glen Greer","Flash",3027,34192,57,41.5,73.5,73.5,1558.26,1550,62,"LA",70,465.6,1250
104,338,"Tour",6,54,29-MAY-94,30-MAY-94,04-JUN-94,89097,51512,51512,"Welded",4,"Rita Madison","English",3360,73735,54,41.5,73,74,1394.3,1375,82.5,"KY",70,272.7,1250
105,106,"Mountain",3,21,15-JUL-94,15-JUL-94,17-JUL-94,51512,51512,87295,"Bonded",4,"Cora York","Flash",2609,87295,59.8,42.4,71,73,1399.04,1375,85.94,"UT",70,508.28,1020
106,293,"Track",4,54,17-SEP-94,19-SEP-94,21-SEP-94,87295,15293,12512,"TIG Welded",4,"Melinda Baez","Script",4957,89097,54,40.7,74,75,2090.7,2075,129.69,"TX",70,1092,1250
107,226,"Race",10,52,06-MAY-94,06-MAY-94,09-MAY-94,87295,51512,89097,"TIG Welded",4,"Hunter Frost","Roman",6214,34192,52.7,40.7,72.5,75,2378.11,2375,142.5,"KY",70,306.13,2374
108,352,"Road",7,60,27-JUN-94,28-JUN-94,01-JUL-94,51512,76432,89097,"TIG Welded",4,"Lloyd Lawrence","Block",1584,12512,57,41.5,73.5,73.5,1439.68,1400,84,"TN",70,326.1,1250
109,315,"Mountain",5,21,03-MAY-94,04-MAY-94,06-MAY-94,29387,15293,87295,"TIG Welded",4,"Mildred Kajka","English",562,63535,59.8,42.4,71,73,1727.93,1700,85,"WI",70,381.21,1534
110,477,"Track",8,60,21-SEP-94,21-SEP-94,24-SEP-94,51512,87295,15293,"Welded",4,"Gordon Fowler","Block",2983,73735,56,41,76,76,1573.31,1550,77.5,"MA",70,292.3,1441
111,108,"Hybrid",7,19,16-AUG-94,17-AUG-94,23-AUG-94,87295,87295,87295,"TIG Welded",4,"Elvis Carver","Block",781,46583,56,43,70.5,73,1296.75,1275,76.5,"KY",70,387.936,1020
112,239,"Race",12,56,27-AUG-94,29-AUG-94,04-SEP-94,87295,37453,87295,"Bonded",4,"Terri McDougal","Block",3189,98766,56,41,73.7,73.5,2983.88,2975,148.75,"VT",70,767.8,2625
113,284,"Tour",11,60,28-JUL-94,29-JUL-94,02-AUG-94,87295,15293,29387,"TIG Welded",4,"Rachel Garrison","Block",4175,29387,57.5,41.5,74,73,1471.69,1450,87,"KY",70,363.75,1250
114,379,"Tour",7,50,09-OCT-94,10-OCT-94,13-OCT-94,89097,29387,89097,"TIG Welded",4,"Rita Poole","Flash",4305,0,52.2,41.5,72.5,75,1636.63,1600,96,"KY",70,366.8,1441
115,87,"Race",5,54,17-OCT-94,18-OCT-94,23-OCT-94,87295,15293,87295,"TIG Welded",4,"Elizabeth Richmond","English",1353,37453,54.5,41,73,74,3212.39,3200,200,"TX",70,1036.64,2625
116,209,"Track",5,58,24-OCT-94,24-OCT-94,26-OCT-94,89097,51512,87295,"TIG Welded",4,"Clarence Groves","Block",3138,89097,55,40.7,75,77,1528.3,1500,0,"PA",70,430.35,1250
117,32,"Hybrid",4,17,25-FEB-94,26-FEB-94,05-MAR-94,89097,15293,87295,"TIG Welded",4,"Alvie Warden","Block",4556,39571,55,43,70.5,74,1197.38,1175,58.75,"IN",70,271.032,1020
118,210,"Hybrid",9,23,07-OCT-94,07-OCT-94,14-OCT-94,29387,15293,15293,"Bonded",4,"Avery Sparks","English",920,83736,58,43,71.5,73,1819.79,1800,0,"MT",70,489.288,1534
119,359,"Race",1,52,05-OCT-94,06-OCT-94,10-OCT-94,15293,37453,15293,"Bonded",4,"Bert Hansen","Block",3433,46583,52.7,40.7,72.5,75,2783.79,2750,137.5,"WI",70,532.4,2625
120,474,"Track",4,54,14-NOV-94,15-NOV-94,23-NOV-94,89097,29387,89097,"Bonded",4,"Sandy Bailey","Script",4031,15293,54,40.7,74,75,1568.59,1550,77.5,"VT",70,477.75,1250
121,516,"Race",5,50,24-DEC-94,24-DEC-94,26-DEC-94,29387,15293,12512,"TIG Welded",4,"Todd Wade","Flash",1,63535,53.1,40.7,72,75,1581.25,1550,93,"KY",70,301.645,1441
122,72,"Hybrid",11,23,12-AUG-94,13-AUG-94,16-AUG-94,15293,51512,51512,"Welded",4,"Cassy Proffitt","Roman",78,0,58,43,71.5,73,1381.39,1375,82.5,"NJ",70,257.52,1250
123,482,"Road",3,62,06-JUN-94,07-JUN-94,11-JUN-94,51512,37453,12512,"TIG Welded",4,"Alvin Hatcher","Block",4176,34192,58.5,41.5,74,73.5,1567.92,1525,91.5,"TN",70,476.96,1250
124,205,"Race",7,52,25-SEP-94,26-SEP-94,01-OCT-94,51512,87295,12512,"TIG Welded",4,"Andy Markham","Flash",6086,51512,52.7,40.7,72.5,75,2509.86,2500,125,"MD",70,306.13,2529
125,163,"Race",10,50,19-DEC-94,21-DEC-94,26-DEC-94,89097,29387,15293,"TIG Welded",4,"Dewey Locke","Roman",3360,29387,53.1,40.7,72,75,3223.07,3220,193.2,"KY",70,1049.2,2625
126,295,"Hybrid",7,21,22-MAR-94,23-MAR-94,25-MAR-94,87295,87295,29387,"Welded",4,"Diane Eaton","Block",2974,87295,57,43,71.5,73,1616.26,1600,96,"TN",70,249.84,1534
127,107,"Tour",7,54,16-SEP-94,19-SEP-94,26-SEP-94,87295,37453,89097,"TIG Welded",4,"Anissa Jenkins","Roman",3750,46583,54,41.5,73,74,1672.54,1650,140.25,"NY",70,409.05,1441
128,278,"Mountain",8,20,23-APR-94,25-APR-94,30-APR-94,29387,51512,29387,"Welded",4,"Inga Willis","Block",1447,39571,59.5,42.3,71,73,1180.01,1150,69,"KY",70,250.6,1020
129,124,"Tour",2,56,07-JAN-94,08-JAN-94,10-JAN-94,51512,89097,93736,"TIG Welded",4,"Ishel Hoffman","Script",3980,98766,55.5,41.5,73,73,1493.8,1475,88.5,"KY",70,389.76,1250
130,350,"Mountain",7,21,28-JUN-94,30-JUN-94,07-JUL-94,51512,87295,12512,"Bonded",4,"Beth Fields","Script",1296,29387,59.8,42.4,71,73,1781.93,1750,105,"KY",70,444.745,1534
131,500,"Tour",7,60,04-JUL-94,05-JUL-94,10-JUL-94,87295,89097,89097,"TIG Welded",4,"Jackie Lewis","Script",1893,39571,57.5,41.5,74,73,1471.69,1450,87,"KY",70,363.75,1250
132,469,"Mountain",5,19.5,01-JUL-94,04-JUL-94,11-JUL-94,51512,29387,93736,"TIG Welded",4,"Archie Gaines","Block",103,37453,59.3,42.3,71,73,1263.11,1200,102,"NY",70,348.362,1020
133,49,"Race",1,56,14-JAN-94,17-JAN-94,24-JAN-94,51512,87295,87295,"Bonded",4,"Cassy Harris","Roman",795,34192,56,41,73.7,73.5,2983.88,2950,118,"GA",70,767.8,2625
134,450,"Mountain",5,18,30-APR-94,02-MAY-94,04-MAY-94,89097,15293,29387,"TIG Welded",4,"Lessie Hicks","Block",4305,12512,59.2,42.3,71,73,1278.89,1250,75,"KY",70,366.93,1020
135,66,"Race",1,52,21-SEP-94,22-SEP-94,30-SEP-94,51512,29387,89097,"TIG Welded",4,"Marcy Gibson","Block",3980,83736,52.7,40.7,72.5,75,1585.06,1575,94.5,"KY",70,306.13,1441
136,384,"Race",4,56,20-MAR-94,22-MAR-94,27-MAR-94,29387,29387,15293,"TIG Welded",4,"Nora Roberts","Script",4550,93736,56,41,73.7,73.5,3151.47,3100,155,"MI",70,1060.96,2529
137,270,"Mountain",4,17,05-DEC-94,06-DEC-94,09-DEC-94,51512,51512,87295,"TIG Welded",4,"Janice McPherson","Script",4564,87295,58.5,42.3,70.6,73,2221.87,2200,0,"AK",70,962.32,1534
138,395,"Road",10,62,24-AUG-94,25-AUG-94,31-AUG-94,15293,15293,89097,"TIG Welded",4,"Pierre McCain","Block",1,88873,58.5,41.5,74,73.5,1730.27,1700,68,"WY",70,476.96,1441
139,349,"Race",8,58,09-APR-94,11-APR-94,15-APR-94,51512,29387,89097,"TIG Welded",4,"Marion Mayes","Flash",371,90975,57,41.2,73.7,73,2396.59,2375,0,"MT",70,327.865,2374
140,91,"Mountain",1,16,11-MAY-94,11-MAY-94,13-MAY-94,15293,89097,93736,"Bonded",4,"Beth McPherson","Roman",3510,83736,57.1,42.3,70.5,73.1,1783.81,1750,148.75,"NY",70,446.956,1534
141,374,"Mountain",5,19,09-AUG-94,10-AUG-94,14-AUG-94,29387,89097,29387,"TIG Welded",4,"Emmitt McCain","Block",4326,89097,59.3,42.3,71,73,1208.89,1200,72,"TN",70,284.579,1020
142,176,"Race",5,62,06-MAY-94,06-MAY-94,13-MAY-94,15293,37453,89097,"Bonded",4,"Trina Gilbert","English",2,90975,59,41.2,74,72.5,3025.25,3000,180,"KY",70,816.475,2625
143,75,"Road",12,62,19-JAN-94,20-JAN-94,28-JAN-94,15293,37453,93736,"Welded",4,"Russell Humphrey","Flash",3860,63535,58.5,41.5,74,73.5,2584.63,2525,151.5,"NC",70,298.1,2625
144,320,"Tour",5,56,03-NOV-94,03-NOV-94,05-NOV-94,29387,87295,89097,"Bonded",4,"Terri Johns","Flash",4676,12512,55.5,41.5,73,73,1576.62,1550,100.75,"WA",70,487.2,1250
145,64,"Mountain",2,14.5,19-DEC-94,21-DEC-94,28-DEC-94,15293,15293,93736,"TIG Welded",4,"Basil Allbright","Flash",596,15293,53.7,42.3,70.5,73.5,1272.77,1250,78.13,"IL",70,359.728,1020
146,130,"Race",11,56,02-MAY-94,02-MAY-94,08-MAY-94,29387,37453,15293,"TIG Welded",4,"Archie Hale","Script",2432,98766,56,41,73.7,73.5,2605.63,2600,156,"KY",70,418.8,2529
147,103,"Tour",9,54,21-DEC-94,23-DEC-94,28-DEC-94,29387,51512,15293,"TIG Welded",4,"John Hoffman","English",1,12512,54,41.5,73,74,2407.64,2400,144,"KY",70,340.875,2374
148,243,"Road",12,50,25-JUL-94,25-JUL-94,01-AUG-94,15293,89097,89097,"TIG Welded",4,"Inez Sadler","Block",6034,83736,53,41.5,73,73.5,1495.53,1450,90.63,"TX",70,391.8,1250
149,89,"Road",1,47,04-DEC-94,05-DEC-94,07-DEC-94,15293,87295,51512,"Bonded",4,"Jessica Gilliam","English",6214,15293,51.7,41.5,72.5,73.5,2678.73,2650,159,"KY",70,504.8,2529
150,334,"Mountain",11,16,08-JUL-94,09-JUL-94,16-JUL-94,15293,37453,51512,"TIG Welded",4,"Gary Morgan","Block",2391,51512,57.1,42.3,70.5,73.1,1726.83,1700,102,"KY",70,893.912,1020
151,48,"Road",7,62,09-DEC-94,12-DEC-94,19-DEC-94,15293,37453,12512,"TIG Welded",4,"Luther Garrison","Block",2,15293,58.5,41.5,74,73.5,1453.89,1450,94.25,"WA",70,342.815,1250
152,69,"Hybrid",4,19,08-JUN-94,08-JUN-94,13-JUN-94,51512,29387,29387,"TIG Welded",4,"Harlen Knight","English",5708,0,56,43,70.5,73,1692.43,1650,82.5,"AZ",70,339.444,1534
153,413,"Mountain",11,18,20-MAY-94,20-MAY-94,22-MAY-94,87295,51512,15293,"TIG Welded",4,"Preston Kinser","Script",3371,37453,59.2,42.3,71,73,1695,1675,83.75,"MA",70,342.468,1534
154,192,"Tour",1,58,21-OCT-94,22-OCT-94,28-OCT-94,15293,89097,51512,"TIG Welded",4,"Agnes Donaldson","English",6215,0,56.6,41.5,73.5,73,1440.89,1400,70,"NE",70,327.52,1250
155,431,"Mountain",1,18,11-NOV-94,14-NOV-94,16-NOV-94,29387,51512,15293,"TIG Welded",4,"Mildred Mann","Flash",3980,22343,59.2,42.3,71,73,1226.91,1200,72,"KY",70,305.775,1020
156,498,"Mountain",3,18,13-MAY-94,14-MAY-94,20-MAY-94,51512,15293,15293,"Bonded",4,"Carol Hughes","Roman",1926,76432,59.2,42.3,71,73,1317.98,1300,0,"AK",70,412.92,1020
157,418,"Mountain",3,20,31-MAR-94,02-APR-94,08-APR-94,89097,89097,12512,"TIG Welded",4,"Hoyt Moseley","Flash",6063,37453,59.5,42.3,71,73,1265.21,1250,106.25,"NY",70,350.84,1020
158,525,"Tour",2,56,06-FEB-94,07-FEB-94,13-FEB-94,51512,76432,51512,"Bonded",4,"Bud Parker","Roman",687,12512,55.5,41.5,73,73,1612.12,1600,80,"VT",70,528.96,1250
159,252,"Road",11,50,24-AUG-94,26-AUG-94,02-SEP-94,15293,51512,51512,"TIG Welded",4,"Brandy Payne","Flash",3304,88873,53,41.5,73,73.5,3174.93,3150,267.75,"NY",70,992.56,2625
160,96,"Track",4,54,02-APR-94,02-APR-94,06-APR-94,87295,15293,89097,"TIG Welded",4,"Toni Lehman","English",3283,0,54,40.7,74,75,2465.97,2450,122.5,"MA",70,409.5,2374
161,104,"Mountain",10,18,04-JUN-94,06-JUN-94,13-JUN-94,15293,87295,29387,"Welded",4,"Lana Gamble","English",2963,83736,59.2,42.3,71,73,1174.93,1150,57.5,"SC",70,244.62,1020
162,267,"Hybrid",8,16,23-APR-94,25-APR-94,27-APR-94,51512,51512,87295,"TIG Welded",4,"Bryce Kirby","Flash",3849,29387,54.7,43,70.2,74,1680.38,1650,99,"KY",70,325.276,1534
163,420,"Race",10,50,12-MAR-94,12-MAR-94,15-MAR-94,15293,87295,12512,"TIG Welded",4,"Anthony Powell","English",1893,46583,53.1,40.7,72,75,2374.3,2350,141,"KY",70,301.645,2374
164,51,"Road",2,60,03-JAN-94,03-JAN-94,07-JAN-94,87295,89097,15293,"TIG Welded",4,"Herman Morrison","Roman",639,88873,57,41.5,73.5,73.5,1695.88,1675,100.5,"TN",70,436.5,1441
165,446,"Road",3,62,26-OCT-94,27-OCT-94,31-OCT-94,87295,29387,89097,"TIG Welded",4,"Clinton Humphrey","Script",3518,89097,58.5,41.5,74,73.5,3294.11,3275,196.5,"TN",70,1132.78,2625
166,164,"Race",3,56,03-MAY-94,05-MAY-94,07-MAY-94,15293,29387,15293,"Bonded",4,"Dwight Grimes","Block",1447,93736,56,41,73.7,73.5,1637.14,1600,96,"KY",70,558.4,1250
167,101,"Mountain",6,19,31-MAY-94,01-JUN-94,07-JUN-94,89097,51512,29387,"Welded",4,"Joan Carter","Flash",4055,87295,59.3,42.3,71,73,1614.24,1600,72,"VA",70,247.46,1534
168,479,"Hybrid",6,17,15-JUL-94,15-JUL-94,23-JUL-94,15293,51512,87295,"Bonded",4,"Daisy Abbott","Block",5841,37453,55,43,70.5,74,1954.8,1925,86.63,"VA",70,648.12,1534
169,518,"Mountain",2,14.5,04-MAY-94,05-MAY-94,07-MAY-94,51512,87295,87295,"Welded",4,"Jahala Gillespie","English",579,37453,53.7,42.3,70.5,73.5,1595.01,1575,114.19,"CA",70,224.83,1534
170,310,"Road",9,58,04-FEB-94,04-FEB-94,08-FEB-94,87295,87295,87295,"TIG Welded",4,"Betty Hatfield","Script",4675,88873,57,41.5,73.5,73.5,3222.73,3200,160,"AZ",70,1144.8,2529
171,199,"Hybrid",5,17,18-MAR-94,19-MAR-94,23-MAR-94,87295,87295,12512,"Bonded",4,"Bryce Fuller","English",3143,15293,55,43,70.5,74,1754.47,1700,85,"WI",70,412.44,1534
172,259,"Race",12,56,29-SEP-94,30-SEP-94,07-OCT-94,89097,29387,12512,"Bonded",4,"Wayne Hester","Flash",2036,37453,56,41,73.7,73.5,2902.28,2900,145,"MA",70,767.8,2529
173,305,"Hybrid",4,19,21-NOV-94,22-NOV-94,30-NOV-94,87295,89097,93736,"TIG Welded",4,"Clara Warden","Script",3413,87295,56,43,70.5,73,1276.14,1275,108.38,"NY",70,363.69,1020
174,411,"Mountain",8,20,25-JUN-94,27-JUN-94,02-JUL-94,15293,89097,15293,"TIG Welded",4,"Margaret Wilson","Script",3849,34192,59.5,42.3,71,73,1233.26,1200,72,"KY",70,313.25,1020
175,441,"Tour",4,60,29-JUN-94,30-JUN-94,05-JUL-94,51512,29387,87295,"TIG Welded",4,"Gaylen Driver","Roman",691,22343,57.5,41.5,74,73,1695.88,1675,83.75,"IN",70,436.5,1441
176,345,"Mountain",3,22,17-JUL-94,19-JUL-94,21-JUL-94,15293,87295,87295,"Welded",4,"John Rice","Flash",363,29387,62.7,42.4,71,73,1190.19,1175,0,"AK",70,262.58,1020
177,146,"Road",3,58,19-MAY-94,20-MAY-94,22-MAY-94,51512,29387,89097,"TIG Welded",4,"Leon Vaughn","Roman",1349,73735,57,41.5,73.5,73.5,3304.33,3300,132,"GA",70,1144.8,2625
178,242,"Race",8,58,30-MAY-94,30-MAY-94,01-JUN-94,15293,29387,51512,"Bonded",4,"Tracy Lancaster","Roman",3372,98766,57,41.2,73.7,73,2791.69,2750,165,"KY",70,541.69,2625
179,460,"Road",12,58,03-MAR-94,04-MAR-94,07-MAR-94,15293,37453,29387,"Bonded",4,"Gilbert Groce","English",1628,46583,57,41.5,73.5,73.5,1754.59,1700,0,"PA",70,505.58,1441
180,128,"Race",12,58,30-OCT-94,31-OCT-94,06-NOV-94,89097,89097,15293,"Welded",4,"Jesse Owens","English",87,76432,57,41.2,73.7,73,2491.99,2475,148.5,"TN",70,285.1,2529
181,123,"Tour",8,52,18-SEP-94,19-SEP-94,27-SEP-94,51512,51512,51512,"Bonded",4,"Morris Spencer","Flash",2837,39571,53,41.5,72.5,75,1617.93,1600,64,"LA",70,535.8,1250
182,478,"Road",6,56,13-OCT-94,14-OCT-94,20-OCT-94,89097,87295,93736,"TIG Welded",4,"Luther Fisher","English",4583,46583,55,41.5,73.5,73.5,1458.19,1450,87,"KY",70,347.875,1250
183,340,"Race",10,62,20-FEB-94,21-FEB-94,23-FEB-94,87295,29387,89097,"Bonded",4,"Annie Kajka","Block",2,46583,59,41.2,74,72.5,2729.14,2700,135,"ID",70,564.11,2529
184,323,"Race",10,58,07-JUL-94,09-JUL-94,11-JUL-94,29387,87295,87295,"TIG Welded",4,"Charlotte Francis","Block",4050,98766,57,41.2,73.7,73,3170.52,3150,157.5,"MD",70,1083.38,2529
185,155,"Hybrid",3,19,19-OCT-94,21-OCT-94,25-OCT-94,29387,87295,51512,"TIG Welded",4,"Lillie Hatcher","Block",1,87295,56,43,70.5,73,1224.61,1200,87,"CA",70,303.075,1020
186,341,"Tour",9,54,06-JUL-94,08-JUL-94,16-JUL-94,51512,89097,12512,"TIG Welded",4,"Shermanda Grissom","Block",2995,12512,54,41.5,73,74,1487.01,1487.01,74.35,"SC",50,381.78,1250
187,506,"Hybrid",9,17,24-APR-94,26-APR-94,28-APR-94,87295,15293,51512,"Bonded",4,"Christa Vance","Roman",4357,83736,55,43,70.5,74,1313.72,1313.72,82.11,"UT",50,407.91,1020
188,237,"Race",4,58,04-JUL-94,06-JUL-94,11-JUL-94,15293,15293,51512,"Bonded",4,"Curtis Harvey","English",1,89097,57,41.2,73.7,73,2916.07,2900,188.5,"MN",70,784.025,2529
189,31,"Tour",7,58,16-JUL-94,18-JUL-94,25-JUL-94,15293,51512,51512,"TIG Welded",4,"Paul Stamps","Block",1,0,56.6,41.5,73.5,73,1603.24,1600,96,"KY",70,327.52,1441
190,178,"Tour",12,52,30-JUN-94,01-JUL-94,06-JUL-94,87295,15293,93736,"TIG Welded",4,"Crystal Howe","Flash",6214,63535,53,41.5,72.5,75,1666.42,1650,99,"KY",70,401.85,1441
191,330,"Mountain",3,17,06-AUG-94,08-AUG-94,16-AUG-94,89097,37453,15293,"Bonded",4,"Adrian Rainwaters","Block",4341,87295,58.5,42.3,70.6,73,1812.89,1800,108,"KY",70,481.16,1534
192,28,"Hybrid",4,21,16-SEP-94,17-SEP-94,22-SEP-94,51512,51512,51512,"TIG Welded",4,"Dale Johnson","Block",3193,87295,57,43,71.5,73,1211.22,1211.22,60.56,"ND",50,287.316,1020
193,283,"Race",5,60,04-NOV-94,04-NOV-94,06-NOV-94,89097,29387,87295,"Bonded",4,"Bart Humphrey","Roman",2432,93736,58,41.2,74,73,2799.05,2780,166.8,"KY",70,801.35,2374
194,318,"Hybrid",1,16,23-AUG-94,24-AUG-94,01-SEP-94,87295,29387,12512,"TIG Welded",4,"Evelyn Hoffman","Flash",743,34192,54.7,43,70.2,74,1282.98,1275,76.5,"DC",70,371.744,1020
195,501,"Road",12,54,23-NOV-94,24-NOV-94,02-DEC-94,15293,37453,12512,"TIG Welded",4,"Jesse Pruitt","Script",1,12512,55,41.5,73.5,73.5,1488.2,1450,94.25,"MN",70,383.18,1250
196,291,"Mountain",5,16,12-JAN-94,13-JAN-94,18-JAN-94,15293,29387,29387,"TIG Welded",4,"Gina Stamps","Roman",1281,29387,57.1,42.3,70.5,73.1,2163.73,2125,127.5,"KY",70,893.912,1534
197,517,"Road",4,60,13-AUG-94,15-AUG-94,19-AUG-94,87295,51512,15293,"Bonded",4,"Alvie Vincent","Block",5509,90975,57,41.5,73.5,73.5,2550.76,2550,127.5,"NM",70,509.25,2374
198,452,"Tour",6,50,10-NOV-94,12-NOV-94,15-NOV-94,29387,29387,89097,"Bonded",4,"Lena Humphrey","Roman",4065,90975,52.2,41.5,72.5,75,2730.32,2700,175.5,"MN",70,720.5,2374
199,115,"Mountain",9,16,12-FEB-94,12-FEB-94,18-FEB-94,29387,15293,87295,"Welded",4,"Dewey Dixon","Script",3922,34192,57.1,42.3,70.5,73.1,1166.95,1125,67.5,"WV",50,235.24,1020
200,372,"Hybrid",2,23,17-MAY-94,19-MAY-94,21-MAY-94,87295,89097,12512,"TIG Welded",4,"Bonita Hull","Flash",5910,89097,58,43,71.5,73,1655.63,1650,99,"TN",70,296.148,1534
201,495,"Race",12,60,06-OCT-94,07-OCT-94,12-OCT-94,87295,51512,15293,"Bonded",4,"Alan Hathaway","Flash",1,51512,58,41.2,74,73,2826.63,2800,182,"WA",70,582.8,2625
202,272,"Road",1,50,21-JAN-94,21-JAN-94,23-JAN-94,15293,76432,89097,"TIG Welded",4,"Nadine Cole","Block",1,90975,53,41.5,73,73.5,2473.13,2450,122.5,"OH",70,417.92,2374
203,220,"Road",1,54,03-MAR-94,04-MAR-94,06-MAR-94,51512,15293,51512,"TIG Welded",4,"Wilma Mitchell","Script",2272,90975,55,41.5,73.5,73.5,2208.9,2200,99,"VA",70,1040.06,1441
204,503,"Mountain",4,14.5,25-AUG-94,26-AUG-94,29-AUG-94,51512,87295,51512,"TIG Welded",4,"Everett Lindsey","Script",4130,12512,53.7,42.3,70.5,73.5,1690.56,1675,83.75,"WI",70,337.245,1534
205,117,"Race",1,58,12-MAR-94,14-MAR-94,20-MAR-94,87295,87295,87295,"Bonded",4,"Wayne Givens","Flash",1,29387,57,41.2,73.7,73,2578.34,2550,127.5,"MA",70,541.69,2374
206,508,"Mountain",3,17,19-FEB-94,21-FEB-94,25-FEB-94,29387,37453,12512,"TIG Welded",4,"Nora Alexander","Block",2636,88873,58.5,42.3,70.6,73,1294.19,1275,76.5,"NC",70,384.928,1020
207,131,"Tour",7,50,13-DEC-94,15-DEC-94,22-DEC-94,87295,15293,93736,"Bonded",4,"Donna Key","Script",3981,46583,52.2,41.5,72.5,75,1566.42,1525,76.25,"WI",70,475.2,1250
208,377,"Hybrid",6,19,04-OCT-94,06-OCT-94,08-OCT-94,87295,89097,51512,"Bonded",4,"Cathy Reynolds","Script",2779,63535,56,43,70.5,73,1533.75,1500,0,"OR",70,666.765,1020
209,442,"Road",3,58,22-OCT-94,24-OCT-94,26-OCT-94,15293,76432,29387,"TIG Welded",4,"Barry Mason","Block",2968,76432,57,41.5,73.5,73.5,1665.43,1625,97.5,"ME",70,400.68,1441
210,250,"Race",10,58,02-JAN-94,03-JAN-94,06-JAN-94,15293,51512,87295,"TIG Welded",4,"Seth Adamson","Block",2089,12512,57,41.2,73.7,73,2694.75,2478.95,123.95,"MD",70,427.65,2625
211,438,"Mountain",1,18,18-MAY-94,19-MAY-94,24-MAY-94,29387,37453,51512,"TIG Welded",4,"Beth Cunningham","Block",1860,39571,59.2,42.3,71,73,1643.02,1625,81.25,"WI",70,281.313,1534
212,204,"Race",4,62,11-AUG-94,12-AUG-94,15-AUG-94,29387,51512,87295,"TIG Welded",4,"Julie Justice","Block",3359,76432,59,41.2,74,72.5,3290.24,3200,200,"UT",70,1128.22,2625
213,35,"Road",2,58,09-JUL-94,09-JUL-94,14-JUL-94,51512,87295,51512,"Welded",4,"Nora Hicks","Roman",6080,34192,57,41.5,73.5,73.5,1405.77,1400,0,"MT",70,286.2,1250
214,289,"Hybrid",5,17,26-JUL-94,26-JUL-94,30-JUL-94,29387,29387,87295,"TIG Welded",4,"Carrie Hinton","Block",3265,39571,55,43,70.5,74,1728.25,1700,85,"MI",70,895.584,1020
215,76,"Hybrid",1,16,08-MAY-94,09-MAY-94,11-MAY-94,29387,15293,15293,"TIG Welded",4,"Terry Pitts","Block",2882,37453,54.7,43,70.2,74,1194.11,1175,0,"MT",70,267.191,1020
216,195,"Hybrid",7,21,10-FEB-94,11-FEB-94,18-FEB-94,89097,37453,15293,"TIG Welded",4,"Beverly Sanders","Flash",3126,98766,57,43,71.5,73,1701.21,1701.21,85.06,"WI",50,349.776,1534
217,138,"Hybrid",6,21,26-MAR-94,28-MAR-94,30-MAR-94,15293,37453,87295,"TIG Welded",4,"Tina Sexton","Flash",6214,76432,57,43,71.5,73,1816.46,1800,108,"KY",70,999.36,1020
218,169,"Mountain",9,16,24-SEP-94,26-SEP-94,02-OCT-94,51512,15293,15293,"Bonded",4,"Gaylen Riddle","Flash",3479,29387,57.1,42.3,70.5,73.1,1310.46,1300,0,"PA",70,404.075,1020
219,522,"Mountain",4,19,10-OCT-94,12-OCT-94,18-OCT-94,87295,51512,12512,"Bonded",4,"Pierre Elliott","Script",3849,88873,59.3,42.3,71,73,1772,1750,105,"KY",70,433.055,1534
220,42,"Tour",10,56,03-MAR-94,04-MAR-94,09-MAR-94,51512,89097,15293,"TIG Welded",4,"Emma Ball","English",3053,15293,55.5,41.5,73,73,1434.64,1400,84,"KY",70,320.16,1250
611,789,"Hybrid",2,17,03-FEB-94,04-FEB-94,06-FEB-94,89097,89097,89097,"TIG Welded",4,"Herbert Morrison","English",4155,46583,55,43,70.5,74,1864.72,1860,93,"WI",70,344.72,1020
612,790,"Tour",5,58,05-OCT-94,06-OCT-94,09-OCT-94,89097,51512,89097,"TIG Welded",4,"Gary McCoy","Script",1,34192,56.6,41.5,73.5,73,2291.87,2290,68.7,"CO",70,350.87,1441
